,rooms,garages,useful_area,latitude,longitude,value,interior_quality,time_on_market,sold
13803,2.0,2.0,62,-23.5895755,-46.6415764,573686,3,62,0
17482,4.0,3.0,280,-23.5709907,-46.6344405,2663700,2,2,0
7473,3.0,2.0,292,-23.537775,-46.6627956,3313560,3,169,0
12973,3.0,1.0,110,-23.6117178,-46.68313,1053380,1,52,1
12695,3.0,2.0,123,-23.6128635,-46.7066115,839671,3,28,0
1252,3.0,2.0,94,-23.5326327,-46.6907465,1048710,3,4,0
12585,4.0,3.0,146,-23.634236,-46.73153,859281,3,62,1
8889,4.0,3.0,204,-23.5837868,-46.6799194,2895580,2,114,0
12583,3.0,4.0,360,-23.5917528,-46.7183519,3292750,3,5,1
16628,4.0,4.0,234,-23.601945,-46.658876,4029430,3,34,1
9923,4.0,2.0,345,-23.5654355,-46.6641188,5225550,2,13,0
12849,3.0,1.0,87,-23.5908351,-46.7213442,530706,3,12,1
2540,2.0,1.0,103,-23.6283734,-46.6899312,783346,3,16,1
4283,3.0,2.0,159,-23.5537828,-46.6536451,1859320,3,66,0
11319,4.0,4.0,267,-23.5996256,-46.7291769,1742650,2,48,1
9485,5.0,3.0,312,-23.5642293,-46.6608615,3847080,1,1,0
11289,4.0,4.0,240,-23.6115506,-46.704841,1594160,3,24,1
1516,4.0,2.0,156,-23.5553804,-46.7377458,1098580,2,94,1
17095,4.0,1.0,269,-23.5643845,-46.6703174,4255440,1,17,0
1320,2.0,1.0,87,-23.5313578,-46.6873127,840848,3,132,0
5580,2.0,1.0,158,-23.5584244,-46.6734216,1296800,3,5,1
5588,4.0,3.0,189,-23.5597481,-46.6754676,2460980,2,9,1
5923,2.0,1.0,64,-23.6102962,-46.6322525,468498,3,18,0
8554,3.0,2.0,84,-23.5333734,-46.668047,1268300,3,21,0
4809,4.0,4.0,230,-23.5458744,-46.6602783,2677270,3,69,0
5006,2.0,1.0,210,-23.5417155,-46.656041,2102230,3,51,0
15606,4.0,5.0,410,-23.6006913,-46.6800722,6581560,3,26,1
12242,3.0,2.0,47,-23.6228566,-46.7262469,341796,3,24,1
9152,3.0,2.0,180,-23.5813381,-46.6857127,2503980,3,3,0
16189,2.0,1.0,78,-23.6005582,-46.6489635,619413,1,28,0
16451,3.0,4.0,200,-23.6155788,-46.6422768,1806000,3,39,0
17324,3.0,2.0,200,-23.5697217,-46.6346902,1618240,3,49,0
16312,3.0,1.0,95,-23.604856,-46.6573901,911160,3,31,1
6491,3.0,2.0,74,-23.6056987,-46.6304253,655470,3,38,1
9840,3.0,3.0,131,-23.5629002,-46.6467208,1727920,3,159,0
8446,4.0,4.0,330,-23.5333531,-46.6822581,3266350,2,61,1
12623,4.0,5.0,515,-23.6067092,-46.7073679,4400040,1,22,1
10187,3.0,2.0,131,-23.57193,-46.658992,1461630,3,60,1
12076,2.0,2.0,140,-23.6011079,-46.7161175,1718800,3,41,1
10800,4.0,5.0,318,-23.5652892,-46.6630318,5307810,2,12,0
17227,3.0,2.0,73,-23.5667843,-46.6299201,695472,3,45,1
14422,2.0,1.0,66,-23.5986267,-46.6336797,619212,3,33,1
9287,3.0,2.0,187,-23.5791356,-46.6716197,2354760,3,70,1
9349,3.0,3.0,165,-23.5810982,-46.6711959,2576810,3,24,1
10633,2.0,1.0,115,-23.571852,-46.653057,1097270,3,35,0
9158,4.0,5.0,366,-23.5815672,-46.6821685,5742480,3,59,0
17393,3.0,3.0,170,-23.5738691,-46.6357674,1566430,2,33,0
17401,2.0,1.0,46,-23.5670314,-46.6338249,439890,2,28,1
13937,2.0,1.0,68,-23.6014367,-46.6433057,596333,3,170,0
12444,4.0,5.0,210,-23.636014,-46.734473,1501740,2,147,0
2135,3.0,2.0,242,-23.6280297,-46.6902932,1472470,2,57,1
5826,3.0,2.0,86,-23.63259,-46.6387375,661933,3,61,1
1327,3.0,2.0,90,-23.5259145,-46.6896604,864636,1,180,0
6021,2.0,1.0,50,-23.6099347,-46.6311135,477465,3,18,1
6046,2.0,2.0,57,-23.636184,-46.6388825,491067,2,45,0
11427,4.0,4.0,260,-23.6366667,-46.73,1743680,3,69,0
11342,3.0,3.0,125,-23.6340126,-46.7323846,690515,3,8,0
15962,4.0,8.0,540,-23.6022054,-46.6598824,13362900,1,42,0
1865,2.0,1.0,56,-23.5529952,-46.6968241,646326,1,12,1
17747,4.0,3.0,165,-23.5542532,-46.567446,964803,3,37,0
186,4.0,3.0,264,-23.5279785,-46.7305769,3015560,3,31,0
14239,4.0,3.0,138,-23.569894,-46.6496407,2083750,3,16,1
9866,3.0,1.0,140,-23.566683,-46.6673304,1429570,3,131,0
6452,3.0,1.0,115,-23.6373937,-46.6319097,1136870,2,18,0
13607,3.0,2.0,125,-23.6025097,-46.642058,1470290,3,86,1
14405,3.0,1.0,150,-23.5711206,-46.6447663,1318330,3,131,0
1175,3.0,2.0,69,-23.4920504,-46.707642,377716,2,111,1
11135,4.0,6.0,233,-23.6271152,-46.7345376,2388370,3,14,1
12403,2.0,1.0,160,-23.635261,-46.7105662,1307920,2,8,1
10483,3.0,1.0,170,-23.5640691,-46.6535635,2102470,3,80,1
12766,4.0,4.0,484,-23.6060812,-46.7063798,3408380,3,41,0
11483,3.0,2.0,116,-23.6266263,-46.7297429,1038320,3,28,0
3752,2.0,1.0,70,-23.6015042,-46.6685394,820481,3,88,1
17855,3.0,2.0,81,-23.53424,-46.5718489,686812,3,35,0
5267,4.0,2.0,151,-23.5480836,-46.6555447,1416710,3,23,1
17111,3.0,2.0,167,-23.5616953,-46.665948,2291950,3,24,1
16365,4.0,3.0,198,-23.6051972,-46.6663606,1871710,3,10,1
197,4.0,3.0,186,-23.5553804,-46.7377458,1309840,3,17,1
16081,4.0,6.0,330,-23.599563,-46.663537,5819930,3,38,0
3430,3.0,3.0,140,-23.558009,-46.692372,1521400,2,49,1
16835,3.0,1.0,100,-23.5575693,-46.6625493,1267110,3,49,0
12140,4.0,5.0,430,-23.6294182,-46.7215323,2752820,3,14,0
17559,4.0,3.0,407,-23.5724661,-46.6342768,3960300,2,80,0
15790,2.0,1.0,75,-23.600225,-46.6467983,620270,3,50,0
6560,3.0,2.0,107,-23.6136196,-46.6340657,815630,3,1,0
15147,3.0,2.0,105,-23.556137,-46.6044715,737301,3,61,0
3395,2.0,2.0,48,-23.5695177,-46.6940698,605904,3,44,1
14621,2.0,1.0,90,-23.5632704,-46.6756785,2126640,3,28,1
13747,4.0,3.0,279,-23.5905801,-46.6324754,3425230,3,103,0
14868,3.0,2.0,97,-23.5603761,-46.5982171,616679,1,17,0
3389,3.0,4.0,210,-23.5584163,-46.6921198,2618830,2,45,1
3815,4.0,3.0,208,-23.6014606,-46.6716774,2364940,3,20,1
6463,3.0,3.0,131,-23.6073,-46.620271,994346,3,70,0
8238,4.0,3.0,155,-23.4957511,-46.6298738,1483320,3,5,1
8012,4.0,5.0,319,-23.533033,-46.67824,4136010,2,179,0
6943,2.0,1.0,68,-23.5805372,-46.6245923,498001,3,7,1
17403,2.0,1.0,45,-23.5615817,-46.6301231,426022,3,7,1
5918,3.0,1.0,75,-23.6272654,-46.6383375,657827,3,53,0
13027,1.0,1.0,32,-23.63394,-46.7340148,233103,2,165,0
1860,3.0,2.0,73,-23.5290545,-46.6856552,674133,1,118,0
16046,3.0,1.0,160,-23.6073676,-46.664945,1371000,2,59,0
9908,2.0,1.0,90,-23.5708726,-46.6617387,1397180,3,28,1
14762,2.0,1.0,55,-23.5875271,-46.5987429,361845,3,158,0
11640,4.0,4.0,320,-23.6261676,-46.7224136,2293740,3,0,0
13434,3.0,2.0,105,-23.5994159,-46.6335153,951799,3,24,1
6597,3.0,4.0,114,-23.6006263,-46.6312389,1198340,2,168,0
16742,3.0,4.0,260,-23.609101,-46.6564585,2713560,3,43,0
17327,3.0,3.0,145,-23.5723428,-46.6344635,1731650,2,2,1
5585,3.0,1.0,120,-23.5574679,-46.6741552,1327060,1,67,0
1191,2.0,1.0,87,-23.546207,-46.68912,697614,3,34,1
2356,4.0,3.0,153,-23.6449309,-46.6709722,1441190,1,42,1
6031,2.0,1.0,56,-23.6157023,-46.6332986,444120,1,18,1
210,2.0,1.0,103,-23.5321166,-46.7167206,883064,3,93,0
9741,3.0,2.0,224,-23.5674742,-46.658706,2323410,2,51,1
13952,3.0,1.0,200,-23.5895812,-46.6325955,2120020,3,64,1
11316,4.0,4.0,300,-23.6109106,-46.7318555,1610760,3,20,0
15910,3.0,2.0,131,-23.6089517,-46.6635416,1804340,1,13,1
13284,3.0,1.0,140,-23.5754462,-46.6447094,1363040,2,25,1
893,4.0,2.0,127,-23.5276168,-46.6875398,1321800,3,173,1
9636,3.0,2.0,316,-23.569282,-46.6639305,6059020,2,74,0
12549,4.0,3.0,198,-23.6112939,-46.6801293,2429850,3,18,0
13385,3.0,1.0,80,-23.5827837,-46.6400935,848009,3,25,0
2718,4.0,5.0,480,-23.625349,-46.670578,4900160,3,56,1
7439,1.0,1.0,40,-23.534057,-46.659532,433381,3,27,0
5813,2.0,1.0,70,-23.6023129,-46.6005648,460530,2,91,0
2701,4.0,4.0,228,-23.6168562,-46.6777534,2130730,2,104,0
4746,2.0,1.0,110,-23.554794,-46.649513,788379,3,90,0
1957,1.0,1.0,62,-23.616812,-46.6800748,557444,3,24,1
7060,4.0,2.0,196,-23.5762982,-46.6262153,1658540,3,72,0
8779,3.0,2.0,184,-23.580421,-46.678388,2353860,2,18,1
2277,3.0,2.0,100,-23.6168015,-46.6815814,948374,2,67,1
2160,3.0,3.0,170,-23.6207605,-46.6789166,1499330,2,33,1
2868,3.0,2.0,119,-23.6198409,-46.679613,938037,3,163,0
12840,3.0,1.0,100,-23.5984004,-46.7313082,529194,3,176,0
7700,2.0,1.0,79,-23.5413332,-46.6738616,650185,3,6,1
15562,1.0,2.0,52,-23.5961949,-46.6820759,614163,3,36,1
9322,3.0,1.0,137,-23.5825307,-46.6832913,1338900,3,1,0
7784,3.0,1.0,136,-23.5368428,-46.6589047,1215550,2,17,1
12461,3.0,2.0,109,-23.6182548,-46.7380826,774738,3,27,1
16856,3.0,5.0,506,-23.563668,-46.6695787,11944300,1,2,0
2348,4.0,5.0,224,-23.6241136,-46.6744699,2383030,2,11,1
6902,2.0,1.0,59,-23.5865922,-46.6263166,460596,3,53,1
5362,3.0,2.0,133,-23.552762,-46.6804592,969400,2,68,1
17072,2.0,2.0,89,-23.5580023,-46.6652503,1452480,1,20,1
6438,3.0,2.0,115,-23.6107232,-46.6324639,1200390,3,14,1
15018,2.0,1.0,57,-23.5571299,-46.6024086,348669,1,91,1
1880,4.0,4.0,268,-23.6316556,-46.692731,1766710,2,33,0
7002,3.0,3.0,200,-23.5742232,-46.6257371,1628740,3,22,0
16657,1.0,1.0,40,-23.608492,-46.6602059,552025,3,8,1
9822,4.0,2.0,280,-23.5687172,-46.6649795,3965770,3,129,0
11961,4.0,4.0,189,-23.6087064,-46.708665,1206900,3,114,0
11881,4.0,6.0,517,-23.5990914,-46.6988452,11236400,2,7,0
8896,3.0,2.0,178,-23.5873084,-46.6809229,2372290,3,83,1
2151,4.0,4.0,514,-23.6270591,-46.6695079,5436600,3,40,1
10360,3.0,2.0,180,-23.5746185,-46.6582748,2041260,3,104,1
254,1.0,1.0,44,-23.5335954,-46.7182052,239785,3,131,0
4386,2.0,2.0,107,-23.5470009,-46.6541261,1553220,3,5,1
12248,4.0,5.0,233,-23.6366667,-46.73,1787150,2,7,1
12886,4.0,4.0,400,-23.621457,-46.7333663,1856040,3,16,0
2435,3.0,4.0,128,-23.6458761,-46.6686131,914438,2,1,1
12534,4.0,5.0,357,-23.6119465,-46.6914314,4720380,3,51,0
13362,1.0,2.0,59,-23.5733426,-46.6455614,947242,3,74,0
2665,2.0,2.0,86,-23.6320732,-46.6616422,737400,2,9,0
6823,3.0,2.0,75,-23.6028775,-46.6356977,1046690,3,56,1
14276,3.0,1.0,117,-23.5813295,-46.6361086,833226,2,1,1
11219,3.0,2.0,115,-23.6376034,-46.7368275,619060,3,82,0
10903,4.0,3.0,263,-23.6297693,-46.7294905,1576690,1,132,0
12908,4.0,2.0,149,-23.5911488,-46.719962,1571550,3,59,1
14427,3.0,2.0,145,-23.5971866,-46.6373205,1705540,3,16,1
15875,3.0,1.0,106,-23.6065501,-46.642845,780615,3,68,0
4958,4.0,2.0,127,-23.5544617,-46.6586326,1922210,3,115,0
7398,3.0,1.0,82,-23.5001369,-46.6185199,784722,1,4,0
9462,2.0,1.0,94,-23.5803827,-46.6768292,1316240,3,26,0
3625,3.0,3.0,207,-23.5922658,-46.6667875,3527590,3,105,0
8226,3.0,3.0,350,-23.5369104,-46.6588176,4236260,2,91,0
15297,3.0,2.0,92,-23.5931454,-46.6855574,1556100,3,30,1
15848,4.0,8.0,600,-23.6107631,-46.6579595,9238020,3,27,1
6857,3.0,2.0,125,-23.624288,-46.624751,1113800,2,87,1
17859,2.0,2.0,66,-23.5425436,-46.5717738,431631,3,43,1
9303,3.0,2.0,84,-23.5815133,-46.6795415,1026470,3,23,0
14803,3.0,2.0,141,-23.5520013,-46.5935742,924920,1,16,1
14498,3.0,1.0,96,-23.5843807,-46.6467362,836175,3,60,1
13263,4.0,3.0,173,-23.5801889,-46.6456956,1528010,3,47,1
673,3.0,2.0,128,-23.5271662,-46.6925213,1239310,2,37,1
3516,4.0,7.0,540,-23.5940388,-46.6683637,11451600,3,115,1
16683,4.0,4.0,209,-23.6116182,-46.6410605,1601130,3,102,1
9815,2.0,1.0,70,-23.5678457,-46.6601079,856433,2,20,0
17671,4.0,3.0,177,-23.5701825,-46.6353707,1182400,2,157,0
14659,3.0,1.0,132,-23.555077,-46.6828312,932885,3,17,0
9512,1.0,1.0,57,-23.5718043,-46.6566841,754029,1,50,1
14473,4.0,3.0,124,-23.5761086,-46.6462769,1789480,3,22,0
11688,4.0,4.0,211,-23.6113911,-46.7033791,1362130,3,19,0
14929,3.0,2.0,125,-23.5855466,-46.6035803,1044020,2,61,0
3356,3.0,2.0,94,-23.5613186,-46.6863552,1080640,2,172,0
6003,3.0,3.0,178,-23.6228204,-46.6387337,1866610,3,63,0
1258,2.0,1.0,62,-23.539544,-46.702814,395629,2,64,1
14009,3.0,1.0,135,-23.5797235,-46.6421502,1579020,3,26,1
3546,4.0,14.0,932,-23.5932419,-46.666873,28638300,1,64,1
17139,3.0,2.0,155,-23.5604273,-46.6652229,1550320,1,29,1
2267,2.0,1.0,68,-23.6244634,-46.6703965,581507,2,107,1
1731,4.0,3.0,187,-23.5271479,-46.7355417,1876840,2,31,1
9096,3.0,1.0,160,-23.5804391,-46.675727,1850230,2,39,1
8104,4.0,3.0,143,-23.5342294,-46.6710831,1629040,3,30,1
13409,3.0,2.0,104,-23.5906473,-46.6329308,865689,3,12,1
10284,3.0,1.0,190,-23.56633,-46.6486393,1444250,3,121,0
966,4.0,5.0,310,-23.5369054,-46.7132698,4037550,3,39,1
11013,3.0,2.0,107,-23.611516,-46.6928988,1459260,3,3,1
8517,4.0,5.0,316,-23.5290648,-46.6728167,3374900,2,43,0
3955,1.0,1.0,40,-23.6023959,-46.6732955,585750,3,7,1
3194,2.0,2.0,174,-23.5657533,-46.6845174,1684170,3,9,1
12107,2.0,1.0,64,-23.6228566,-46.7262469,465424,1,60,0
12639,4.0,2.0,140,-23.5996256,-46.7291769,913748,3,36,1
7925,3.0,2.0,110,-23.5391491,-46.6785663,1192590,3,55,0
7383,3.0,1.0,121,-23.5357909,-46.6674693,1001100,2,10,1
14558,3.0,2.0,94,-23.5952124,-46.6494253,977573,3,159,0
1799,4.0,2.0,163,-23.5319558,-46.7148353,946965,3,82,0
15860,2.0,2.0,75,-23.5994664,-46.6494746,586234,1,8,0
6806,2.0,1.0,65,-23.607103,-46.622501,587499,2,19,1
6282,4.0,3.0,221,-23.5942221,-46.6052749,1985660,2,87,1
14826,2.0,1.0,72,-23.5728136,-46.5913191,430874,1,17,0
17117,3.0,2.0,158,-23.5614919,-46.6655228,2317880,3,37,0
10361,3.0,2.0,270,-23.5707437,-46.6554384,2982730,3,16,1
1114,4.0,4.0,337,-23.546665,-46.716166,3642520,3,113,0
6326,2.0,1.0,68,-23.6115162,-46.63127,713087,2,11,1
9930,4.0,2.0,222,-23.5652789,-46.6583185,2483220,3,16,0
15684,3.0,2.0,149,-23.608218,-46.6578798,1665910,3,14,1
15463,3.0,5.0,273,-23.5970369,-46.6746063,4758210,3,4,1
2444,2.0,2.0,98,-23.6311642,-46.6681986,901280,1,69,0
6819,2.0,1.0,64,-23.6104652,-46.6255345,314031,3,46,0
3357,1.0,2.0,115,-23.5618999,-46.6832111,1714880,2,7,0
637,4.0,4.0,385,-23.5319058,-46.7323597,3102280,1,77,0
13311,4.0,4.0,246,-23.5843257,-46.6432235,3458690,2,43,1
1811,3.0,2.0,210,-23.532449,-46.703302,1766740,2,18,1
784,3.0,2.0,190,-23.54659,-46.689283,1270660,3,16,0
10615,4.0,3.0,600,-23.5654343,-46.662016,8600340,3,28,1
14070,3.0,2.0,84,-23.5950977,-46.633012,884950,2,13,1
11977,4.0,4.0,289,-23.6285663,-46.7340888,1512830,3,116,0
11809,2.0,1.0,80,-23.6176824,-46.6949631,945818,3,19,1
16090,3.0,2.0,110,-23.6025135,-46.6681246,1291310,3,58,1
6585,1.0,1.0,35,-23.6259448,-46.6389335,351904,3,97,0
13449,2.0,1.0,60,-23.5915515,-46.6345341,352112,3,82,1
2006,4.0,1.0,120,-23.6197337,-46.676208,1115500,2,155,1
3498,1.0,1.0,65,-23.5975802,-46.6716415,917012,3,90,0
8895,2.0,1.0,73,-23.584168,-46.669986,823148,3,21,0
11892,4.0,5.0,407,-23.6347054,-46.7146293,4039720,3,50,0
8122,4.0,3.0,263,-23.493456,-46.6309248,2164380,2,139,1
14124,2.0,1.0,100,-23.5828774,-46.6415584,899084,2,123,0
13987,4.0,4.0,221,-23.5768211,-46.6482083,3046250,3,17,0
9793,2.0,1.0,86,-23.5668112,-46.6560223,982990,3,130,1
17430,3.0,2.0,94,-23.57021,-46.6375229,1081390,2,34,0
1223,5.0,5.0,630,-23.5543953,-46.7178445,12257700,1,26,1
16283,3.0,3.0,120,-23.6066565,-46.6611906,1821780,3,29,0
7852,3.0,2.0,75,-23.535524,-46.6748825,851377,3,162,0
8355,3.0,1.0,96,-23.5339681,-46.6757644,821614,3,40,1
6851,2.0,1.0,68,-23.6017226,-46.6310033,537641,2,50,1
2014,4.0,2.0,203,-23.6170741,-46.6800011,1844710,2,5,0
14718,3.0,2.0,141,-23.5520013,-46.5935742,924920,1,30,0
2588,3.0,4.0,320,-23.6194404,-46.6735745,3487350,3,30,0
9711,4.0,2.0,175,-23.5625129,-46.6478076,1551700,3,9,0
8188,4.0,4.0,250,-23.5379458,-46.6670198,3859890,3,76,0
17611,3.0,1.0,110,-23.5677044,-46.6344763,930814,3,27,1
9012,4.0,4.0,310,-23.5827857,-46.6915036,7603980,3,16,0
13469,2.0,1.0,69,-23.586803,-46.631595,803592,3,96,1
2040,3.0,1.0,110,-23.6366409,-46.6931342,894292,2,99,1
14135,3.0,2.0,172,-23.5727111,-46.6464431,1980010,3,22,0
5501,3.0,1.0,92,-23.5429823,-46.6734001,626147,1,1,0
10974,2.0,2.0,97,-23.6342856,-46.725536,989838,3,14,1
7332,4.0,3.0,133,-23.5328592,-46.6734062,1541070,2,81,0
8514,4.0,5.0,274,-23.5336063,-46.6776899,3299920,2,35,1
17651,2.0,1.0,75,-23.5656663,-46.642699,1202110,2,29,0
10884,2.0,3.0,172,-23.6104915,-46.7348167,1233150,3,70,1
13727,1.0,1.0,73,-23.5865072,-46.6325001,710411,2,105,0
5322,3.0,1.0,90,-23.53625,-46.654284,949689,3,46,0
16080,2.0,1.0,78,-23.601473,-46.6506721,577654,2,40,1
682,1.0,1.0,35,-23.5340275,-46.6892252,333572,2,4,1
1261,3.0,1.0,72,-23.5278661,-46.685984,665225,3,15,1
6147,3.0,2.0,130,-23.6258056,-46.6321745,914903,3,23,0
7470,3.0,1.0,140,-23.5346938,-46.6663488,871528,3,20,1
13830,3.0,2.0,110,-23.5762834,-46.6473116,1028710,3,20,0
6747,2.0,2.0,115,-23.6137594,-46.6301418,1027430,3,175,0
15289,3.0,2.0,210,-23.5934543,-46.6843239,2289910,3,51,0
12082,4.0,5.0,414,-23.6108389,-46.6930073,5668930,2,77,1
10287,4.0,3.0,244,-23.5685205,-46.6560747,2967320,3,32,0
4402,4.0,4.0,239,-23.5454023,-46.6555839,2637820,3,25,1
319,4.0,4.0,300,-23.55068,-46.719099,3465200,1,82,1
6580,3.0,2.0,81,-23.5995401,-46.6225694,694257,3,19,0
15368,3.0,2.0,136,-23.5951632,-46.6756901,1674160,3,51,0
640,4.0,4.0,508,-23.5499498,-46.7175848,8781180,2,103,1
1176,2.0,1.0,50,-23.5288101,-46.7298308,441533,1,53,1
861,2.0,1.0,60,-23.5255949,-46.7005533,567275,2,27,1
7585,4.0,4.0,302,-23.4929491,-46.6344284,2690790,2,100,0
9216,5.0,8.0,930,-23.5831081,-46.6898574,24465700,3,24,1
5708,4.0,4.0,441,-23.5940843,-46.6266634,9230920,3,8,1
13959,3.0,2.0,230,-23.5858613,-46.6469885,2100400,2,7,1
10641,3.0,1.0,146,-23.5622176,-46.6602885,1895290,2,23,0
12049,4.0,4.0,280,-23.6366667,-46.73,2107020,3,17,1
9314,4.0,2.0,420,-23.582518,-46.672981,5293590,1,101,1
17275,3.0,1.0,109,-23.5658614,-46.6459102,923790,2,19,1
2097,1.0,1.0,51,-23.6262129,-46.6744411,733768,3,15,1
4620,4.0,2.0,216,-23.5427337,-46.6524713,2016780,2,12,1
13285,2.0,1.0,54,-23.573762,-46.63976,431529,3,25,1
2128,4.0,4.0,247,-23.6163033,-46.6720764,2546690,3,52,0
4912,3.0,1.0,115,-23.5379091,-46.6576707,1064660,3,138,0
8329,3.0,1.0,170,-23.5377314,-46.6675188,1255230,2,149,0
8067,4.0,4.0,460,-23.5375851,-46.6791543,3836740,2,9,0
1100,3.0,2.0,165,-23.5383348,-46.7161253,1699400,3,102,0
15167,4.0,4.0,277,-23.5893134,-46.6849571,4347780,3,40,1
1494,4.0,3.0,172,-23.5346441,-46.6830044,1773000,1,13,1
14577,2.0,1.0,52,-23.5576099,-46.681026,509939,3,7,0
2325,4.0,6.0,400,-23.6452741,-46.6676168,3400590,3,6,1
46,3.0,3.0,370,-23.5500152,-46.7177623,4503150,3,131,0
15716,4.0,3.0,220,-23.6060739,-46.6554163,2303100,3,34,1
17031,4.0,3.0,214,-23.5624212,-46.6663846,2546430,3,123,0
11111,3.0,2.0,95,-23.6222179,-46.7390657,499897,3,37,1
2930,3.0,1.0,115,-23.5644287,-46.6855007,1434690,2,82,0
1230,4.0,4.0,221,-23.554153,-46.7142958,2969480,1,56,0
3866,1.0,1.0,40,-23.600229,-46.6705335,437504,3,22,0
4840,4.0,3.0,232,-23.5434746,-46.6596684,3181930,3,6,1
7247,3.0,2.0,126,-23.5835598,-46.629028,1122740,1,15,0
8850,3.0,2.0,180,-23.5813381,-46.6857127,2503980,2,62,1
14150,2.0,2.0,77,-23.5683166,-46.6490705,761088,3,50,1
3697,4.0,4.0,364,-23.5913146,-46.6710656,7167310,1,134,0
16028,1.0,1.0,27,-23.6056223,-46.6646902,426004,3,4,1
992,4.0,2.0,152,-23.5360559,-46.6862435,1510760,2,51,1
9582,3.0,2.0,340,-23.5623834,-46.6526859,2652050,3,9,0
1497,3.0,3.0,230,-23.5533276,-46.6920431,3253580,2,94,1
3439,2.0,1.0,87,-23.5642717,-46.6858141,1085380,1,26,1
3455,3.0,1.0,125,-23.5631432,-46.6893227,1559450,2,2,1
8649,3.0,3.0,305,-23.5845781,-46.685939,4221320,2,10,1
11298,1.0,1.0,69,-23.63456,-46.731995,598676,3,7,1
17824,3.0,3.0,118,-23.5514397,-46.5755293,708305,3,109,1
14916,2.0,2.0,100,-23.5600023,-46.6048803,740620,3,6,1
11670,1.0,1.0,82,-23.6079355,-46.6880817,1032460,3,6,1
14708,3.0,1.0,64,-23.5486537,-46.5953517,413991,1,48,0
4868,3.0,1.0,97,-23.5531288,-46.6618411,905314,3,159,0
16017,3.0,2.0,135,-23.6113834,-46.6397136,1025960,3,128,0
16947,3.0,1.0,110,-23.5586217,-46.6630134,1036080,3,124,1
8989,4.0,5.0,513,-23.5825112,-46.6899932,8913180,3,107,0
849,2.0,2.0,48,-23.535681,-46.689074,680469,3,65,1
6808,3.0,2.0,105,-23.610737,-46.6345663,840685,3,69,1
10351,3.0,2.0,108,-23.5605976,-46.65162,1118670,3,55,1
11675,3.0,1.0,108,-23.6057186,-46.7040474,563656,3,165,0
17463,1.0,1.0,43,-23.571426,-46.6390069,510226,3,43,1
1430,3.0,2.0,160,-23.5325441,-46.7178153,1294800,2,126,0
2195,3.0,3.0,276,-23.6231536,-46.6720824,2457590,2,86,0
6399,2.0,1.0,66,-23.5930144,-46.6022861,691612,3,110,0
12152,3.0,2.0,80,-23.6104915,-46.7348167,573559,3,19,1
3202,4.0,1.0,107,-23.5634333,-46.6822304,1095280,1,62,1
4999,3.0,2.0,300,-23.5380347,-46.6547368,2647120,3,26,1
14282,3.0,2.0,110,-23.5871758,-46.6436919,989274,3,1,0
8288,1.0,1.0,35,-23.5405043,-46.6783956,222197,2,9,1
8667,4.0,5.0,250,-23.5883854,-46.6850172,3325230,3,78,0
11735,2.0,2.0,140,-23.6011079,-46.7161175,1718800,3,41,0
6431,3.0,2.0,87,-23.6209132,-46.6383892,751825,3,5,0
8932,5.0,6.0,1280,-23.5835545,-46.6883,26033500,2,43,0
6548,2.0,1.0,59,-23.6270325,-46.6378442,520705,3,135,0
3307,1.0,1.0,100,-23.5543915,-46.6833014,844282,1,59,1
10489,3.0,3.0,269,-23.5665161,-46.6612922,3809580,2,93,1
2008,3.0,3.0,253,-23.6228101,-46.6822275,2785300,3,89,0
8065,3.0,2.0,240,-23.5353866,-46.6604175,2184020,3,100,1
13892,4.0,4.0,291,-23.5809299,-46.6528251,5281720,3,1,0
15436,1.0,1.0,31,-23.5929012,-46.6877304,368621,3,69,1
16297,4.0,4.0,302,-23.6007265,-46.6531508,4201040,1,19,1
10898,4.0,2.0,120,-23.622266,-46.7386561,874137,3,50,0
14490,2.0,2.0,74,-23.5762517,-46.6472772,743984,1,38,0
10523,4.0,4.0,300,-23.5683058,-46.6530121,3511600,2,33,1
13450,3.0,2.0,139,-23.5956199,-46.6311484,1217230,2,102,0
6898,4.0,3.0,332,-23.5675083,-46.6230417,3885470,3,152,0
8962,2.0,1.0,64,-23.5836754,-46.6811004,754258,3,17,1
15871,4.0,2.0,160,-23.610624,-46.6610437,1733460,1,96,0
16531,4.0,3.0,130,-23.6028339,-46.6436721,1555080,1,49,0
2810,3.0,2.0,115,-23.6217705,-46.6730862,1046840,2,136,0
12171,4.0,4.0,240,-23.6119465,-46.707115,1755970,1,29,1
4270,2.0,2.0,85,-23.5470009,-46.6541261,1233860,3,8,0
9784,3.0,1.0,75,-23.5576278,-46.6559141,1094610,3,17,1
17773,4.0,3.0,133,-23.5461753,-46.5696313,895537,3,47,0
2393,3.0,2.0,182,-23.6237686,-46.6870456,1372610,3,48,0
14680,2.0,1.0,56,-23.5635683,-46.6807657,581616,2,2,0
17704,4.0,6.0,315,-23.5526583,-46.5732167,1718330,3,27,1
1372,4.0,4.0,367,-23.5507556,-46.7195476,7076550,2,23,1
1403,2.0,2.0,95,-23.5375326,-46.6872717,1185400,2,22,0
15030,2.0,1.0,63,-23.561392,-46.5952761,375786,3,75,0
12,2.0,1.0,48,-23.540048,-46.680639,403041,2,73,1
1434,3.0,2.0,105,-23.5357813,-46.6849079,971324,3,28,1
17626,3.0,2.0,261,-23.563543,-46.6432894,2916060,3,38,1
