,rooms,garages,useful_area,latitude,longitude,value,interior_quality
12052,3.0,3.0,355,-23.6139926,-46.7308909,1504030,3
6937,3.0,1.0,120,-23.5709013,-46.628136,660364,2
5272,3.0,3.0,232,-23.5383965,-46.6603786,2098460,3
4650,3.0,1.0,130,-23.5438775,-46.6609275,1208520,3
13974,2.0,1.0,51,-23.5798833,-46.6428291,711751,3
1473,4.0,4.0,160,-23.5330876,-46.684372,1582040,3
9212,4.0,2.0,182,-23.586305,-46.6751355,2096200,3
3134,3.0,3.0,168,-23.5624432,-46.6965282,2033410,1
15861,4.0,4.0,209,-23.6094742,-46.6566048,2333600,3
8118,4.0,4.0,294,-23.537229,-46.6618637,3849590,3
786,2.0,3.0,204,-23.553693,-46.6918336,2573440,3
3325,2.0,1.0,62,-23.5909149,-46.7300387,402827,1
944,2.0,1.0,71,-23.573979,-46.7365998,427696,3
12092,3.0,7.0,400,-23.6113321,-46.7320479,1751730,3
14990,3.0,2.0,73,-23.567322,-46.5841072,614747,1
16237,3.0,1.0,78,-23.6028163,-46.6452904,640471,3
12606,3.0,2.0,125,-23.6071865,-46.707908,715739,3
10318,3.0,2.0,182,-23.564859,-46.6484828,1606840,3
14967,2.0,1.0,54,-23.5631763,-46.5828918,454744,3
8873,4.0,3.0,276,-23.5788509,-46.6894606,4389460,2
6994,2.0,1.0,43,-23.560198,-46.6218485,552191,1
2695,2.0,1.0,58,-23.6429462,-46.6695482,460418,2
16753,3.0,2.0,120,-23.619377,-46.6493677,742238,3
1584,2.0,1.0,52,-23.5468766,-46.6944203,479286,3
14119,3.0,1.0,140,-23.5685814,-46.6444579,1450130,3
12517,3.0,1.0,76,-23.6114844,-46.7340657,382698,3
14644,3.0,2.0,93,-23.5543161,-46.6817062,981345,3
7751,3.0,1.0,206,-23.4969251,-46.628676,1971370,3
911,3.0,2.0,150,-23.552211,-46.7199166,1926180,3
4354,1.0,1.0,45,-23.55332,-46.648877,542087,3
1162,2.0,1.0,74,-23.5393116,-46.7056174,549229,3
16488,2.0,2.0,70,-23.6119572,-46.663302,972165,3
13458,4.0,5.0,270,-23.5834617,-46.6505157,4125870,1
10577,4.0,3.0,182,-23.5605137,-46.6615352,3417320,2
10811,3.0,1.0,198,-23.5665357,-46.6610542,2505220,3
12638,4.0,3.0,220,-23.6415863,-46.7100764,2054640,3
2485,3.0,2.0,151,-23.6269773,-46.6722389,1888380,3
12817,4.0,3.0,170,-23.6257059,-46.7341645,726718,1
7364,3.0,3.0,161,-23.5279823,-46.6806778,2141900,3
6521,2.0,2.0,59,-23.6019514,-46.6064406,530107,2
17271,3.0,1.0,71,-23.5637875,-46.6341703,591464,3
3425,2.0,2.0,63,-23.5592874,-46.682516,939458,3
2569,4.0,3.0,150,-23.6471218,-46.6668617,1151550,3
10575,3.0,1.0,164,-23.5689667,-46.6538133,1845920,2
5676,4.0,3.0,186,-23.5948386,-46.6254026,1946440,3
7459,4.0,3.0,220,-23.4943854,-46.6199792,2105350,2
14776,3.0,1.0,68,-23.5624565,-46.5820635,513635,2
13589,3.0,3.0,241,-23.5738535,-46.6487018,3463130,3
3551,4.0,5.0,313,-23.5986784,-46.6646692,4479130,3
6734,4.0,3.0,170,-23.6214288,-46.6380844,1547180,3
2185,2.0,1.0,71,-23.6443676,-46.6674302,540621,2
12505,4.0,6.0,373,-23.6184184,-46.7354637,4445500,3
10176,3.0,2.0,135,-23.5621895,-46.6521829,1356640,2
8388,2.0,2.0,104,-23.4974714,-46.6376135,826105,2
5602,3.0,1.0,120,-23.549525,-46.6817011,997461,3
16262,4.0,3.0,169,-23.6049158,-46.6471916,1474160,3
4513,2.0,1.0,78,-23.5510825,-46.6473438,1188060,3
8752,3.0,1.0,115,-23.5796475,-46.6741217,1335710,3
9677,2.0,1.0,70,-23.5608504,-46.6520157,871095,3
9681,3.0,1.0,350,-23.5674899,-46.6494727,3494160,2
13603,3.0,2.0,94,-23.5892361,-46.6417937,1354090,3
16141,3.0,3.0,202,-23.5989767,-46.6638405,2460920,3
14962,4.0,3.0,137,-23.582446,-46.6056663,967543,1
8842,2.0,2.0,108,-23.584511,-46.6768617,1606910,3
1574,2.0,1.0,129,-23.530961,-46.704235,991930,2
195,3.0,2.0,105,-23.5308175,-46.7292295,886285,1
13085,1.0,1.0,52,-23.6048798,-46.7386991,619748,3
10443,3.0,3.0,160,-23.5662264,-46.6548416,2168660,3
288,4.0,3.0,213,-23.5333504,-46.7162353,1980090,3
13117,2.0,2.0,61,-23.601446,-46.717651,546853,3
17834,3.0,3.0,160,-23.556936,-46.5691793,932618,2
10388,4.0,5.0,356,-23.5696739,-46.6562038,6580930,3
295,4.0,2.0,200,-23.544383,-46.7200002,2651200,3
4087,3.0,2.0,240,-23.5423443,-46.6606538,2612020,3
8441,3.0,1.0,440,-23.5372529,-46.662185,5121740,3
17049,4.0,2.0,218,-23.5595168,-46.6644315,2640390,1
7491,1.0,1.0,63,-23.5200238,-46.6758981,738176,2
15028,3.0,1.0,85,-23.5606195,-46.5963794,715801,1
4046,3.0,2.0,110,-23.6009606,-46.6724728,1185250,3
11698,3.0,2.0,94,-23.6255607,-46.7395789,844494,3
12203,3.0,2.0,72,-23.5908325,-46.7187143,1015480,3
2984,1.0,2.0,80,-23.5653623,-46.6835615,1074130,2
3111,3.0,1.0,141,-23.588921,-46.7186199,783239,2
17510,2.0,1.0,80,-23.5713184,-46.6349529,554962,2
13162,3.0,2.0,94,-23.5892361,-46.6417937,1354090,3
13379,3.0,3.0,188,-23.5990685,-46.6407542,1893880,2
15206,2.0,1.0,70,-23.5994113,-46.6778545,713235,3
4743,3.0,1.0,145,-23.538892,-46.6565426,1415290,3
14503,3.0,3.0,122,-23.5883166,-46.6376085,1499800,3
9596,3.0,1.0,200,-23.566683,-46.6673304,2042240,3
6708,2.0,1.0,78,-23.6036651,-46.6264489,701286,3
12238,4.0,2.0,160,-23.6004908,-46.7301036,883477,3
15857,2.0,2.0,55,-23.6120872,-46.6661385,733533,2
9430,3.0,2.0,125,-23.5802684,-46.6863255,2584740,3
5257,3.0,2.0,240,-23.543835,-46.6615255,2689530,3
12288,3.0,3.0,163,-23.6124413,-46.6837438,1829300,3
17067,3.0,2.0,208,-23.5604996,-46.66539,1860200,2
14120,3.0,1.0,158,-23.5728266,-46.6466835,1498530,3
17065,3.0,1.0,158,-23.557836,-46.664316,1162670,2
6111,2.0,1.0,61,-23.6275803,-46.6397932,538356,2
17657,3.0,1.0,105,-23.5739402,-46.6311576,888504,2
9332,2.0,2.0,72,-23.582698,-46.6771571,937508,2
6622,2.0,1.0,89,-23.6144941,-46.6346502,916241,3
5108,2.0,1.0,68,-23.5385363,-46.653311,592363,3
14042,3.0,1.0,92,-23.5817741,-46.6364345,778499,3
9837,4.0,1.0,184,-23.5723594,-46.6584645,1668810,3
1163,4.0,5.0,268,-23.542417,-46.6828045,1733610,3
6125,2.0,2.0,63,-23.6151005,-46.6295782,511871,3
3821,3.0,3.0,271,-23.5943795,-46.6696532,3768920,3
16433,3.0,3.0,240,-23.5994798,-46.662977,3097650,3
5990,4.0,2.0,137,-23.606105,-46.616972,1174860,3
17513,2.0,1.0,107,-23.5768266,-46.634617,1171180,2
15398,1.0,1.0,50,-23.5970856,-46.6748584,613634,3
7588,1.0,1.0,30,-23.5374952,-46.6697437,411065,3
5305,1.0,1.0,48,-23.5501208,-46.6499666,512176,3
17400,4.0,4.0,364,-23.5743774,-46.6339566,4416750,2
10928,4.0,3.0,135,-23.6352888,-46.7159311,1462680,3
2131,3.0,4.0,165,-23.6449195,-46.6664751,1046650,2
5368,4.0,2.0,224,-23.5588977,-46.6728424,2370800,3
11602,2.0,2.0,155,-23.6264586,-46.6940088,1580160,2
360,3.0,2.0,118,-23.5745632,-46.7312812,970448,3
9517,3.0,2.0,337,-23.5692214,-46.656812,3035360,2
12178,4.0,4.0,206,-23.6232341,-46.7195204,1805190,3
7570,3.0,3.0,210,-23.5363068,-46.6766744,2090500,3
14075,2.0,1.0,64,-23.5810615,-46.6464146,542376,3
17210,4.0,3.0,300,-23.574823,-46.636471,2980000,3
12430,3.0,2.0,102,-23.5913045,-46.7186046,1066810,3
12543,5.0,5.0,834,-23.633561,-46.7243913,8651140,3
14137,3.0,2.0,115,-23.5740598,-46.6479862,1846320,3
14290,4.0,5.0,250,-23.5893844,-46.6278914,2802720,1
12705,4.0,3.0,173,-23.5978488,-46.723451,1500320,3
5273,4.0,4.0,245,-23.5375281,-46.6559679,2336610,1
7864,3.0,2.0,103,-23.534186,-46.680282,1133130,3
17131,4.0,2.0,262,-23.5637074,-46.6713924,3492480,2
9826,5.0,3.0,578,-23.5614811,-46.6578004,7610630,3
13933,3.0,4.0,311,-23.5732067,-46.6470075,3936310,3
11994,1.0,2.0,140,-23.6131564,-46.7385854,1238780,3
6867,3.0,2.0,140,-23.6273028,-46.6369405,1232330,3
14713,4.0,4.0,335,-23.5767089,-46.602818,2900190,2
250,4.0,3.0,177,-23.530856,-46.6910564,2038530,2
11339,3.0,2.0,68,-23.6171823,-46.7381016,480720,3
3741,2.0,2.0,83,-23.5965821,-46.6674053,1811240,3
11264,3.0,2.0,79,-23.6117226,-46.7368583,583422,3
14516,3.0,2.0,128,-23.5776041,-46.6357646,927152,3
12424,4.0,3.0,127,-23.6174067,-46.7328726,599825,3
14508,3.0,1.0,104,-23.5770171,-46.6501558,1097330,3
6948,3.0,3.0,190,-23.591743,-46.623562,1961530,3
416,3.0,2.0,124,-23.5415155,-46.70459,1679400,3
13576,3.0,2.0,103,-23.5786505,-46.644472,823974,3
4258,3.0,2.0,200,-23.5546213,-46.6603411,1857390,3
8268,3.0,1.0,170,-23.5393493,-46.669431,1424240,2
27,2.0,1.0,86,-23.5510608,-46.6908256,832003,3
9875,3.0,1.0,130,-23.5703121,-46.6528344,1424640,3
13683,2.0,1.0,75,-23.5814064,-46.6491453,674313,3
2993,3.0,2.0,180,-23.5695321,-46.6898506,1279940,2
1155,3.0,2.0,87,-23.5344878,-46.6936801,1005080,3
16415,4.0,5.0,620,-23.602146,-46.658277,6463360,2
14608,3.0,2.0,176,-23.5581124,-46.6792236,2242820,3
10558,3.0,2.0,140,-23.56868,-46.6645219,1942560,1
222,4.0,3.0,180,-23.5461686,-46.6967525,2413940,3
7518,3.0,2.0,292,-23.537775,-46.6627956,3313560,2
11877,3.0,3.0,142,-23.624089,-46.726152,1286090,3
16020,4.0,2.0,210,-23.6019937,-46.6669532,2377560,2
496,4.0,2.0,143,-23.5276013,-46.7323695,1519880,1
8809,3.0,1.0,135,-23.5783035,-46.6729261,1890350,1
298,3.0,1.0,126,-23.5451505,-46.6857646,1050440,1
5869,3.0,2.0,106,-23.6274807,-46.6072473,518652,3
1003,3.0,2.0,131,-23.536618,-46.703061,1407730,2
9398,4.0,2.0,280,-23.5799614,-46.67154,3264470,3
2505,4.0,3.0,193,-23.6230759,-46.6698143,1741170,2
2187,4.0,5.0,325,-23.6269992,-46.6696823,3727470,3
1824,4.0,1.0,244,-23.53214,-46.703271,1943920,3
15301,2.0,2.0,101,-23.5887311,-46.6833226,1835140,3
8285,2.0,1.0,70,-23.5383864,-46.6792303,676544,3
12984,2.0,2.0,78,-23.601446,-46.717651,699255,3
15087,2.0,2.0,61,-23.5572603,-46.5845355,513693,2
8256,1.0,1.0,50,-23.5379575,-46.669715,465065,3
11210,3.0,4.0,136,-23.613846,-46.7395249,1012400,3
9448,2.0,1.0,102,-23.5779624,-46.6728234,1180660,3
7946,4.0,5.0,502,-23.5360891,-46.6735767,7991310,3
8222,3.0,1.0,90,-23.538126,-46.6726744,731355,3
1890,3.0,2.0,97,-23.6350191,-46.6653232,930078,3
12146,4.0,4.0,132,-23.6340748,-46.7330906,873184,3
731,2.0,1.0,76,-23.5707553,-46.713572,441882,3
8710,6.0,6.0,1180,-23.5856919,-46.6853791,11677900,2
2255,1.0,1.0,48,-23.6252244,-46.6842115,510777,2
5435,2.0,1.0,81,-23.552936,-46.6817196,880240,3
12084,2.0,1.0,56,-23.6200331,-46.732218,481917,3
3522,4.0,3.0,277,-23.6017518,-46.6723492,2683170,1
8714,3.0,2.0,240,-23.5798806,-46.6925292,3665820,2
5455,3.0,3.0,260,-23.5546535,-46.6761907,2446880,1
8299,4.0,3.0,213,-23.5339445,-46.669154,2280240,2
11407,3.0,2.0,130,-23.618788,-46.7324828,596322,3
12633,4.0,2.0,122,-23.634376,-46.730646,1066620,3
12120,4.0,3.0,247,-23.6078861,-46.7086071,1814550,3
9359,4.0,4.0,437,-23.5834913,-46.6889442,8851280,3
9465,5.0,5.0,858,-23.5671962,-46.6651609,15401600,3
5230,1.0,1.0,140,-23.5381779,-46.659244,1505540,3
6545,2.0,1.0,63,-23.5951545,-46.605109,566047,3
7008,2.0,2.0,112,-23.5716359,-46.6164866,1047970,2
7681,3.0,4.0,206,-23.5327054,-46.6676874,2842540,2
9442,3.0,1.0,118,-23.5858134,-46.6880161,1274850,3
7540,4.0,4.0,220,-23.5373493,-46.6682195,2628420,3
13616,3.0,2.0,82,-23.5950977,-46.633012,863880,3
4844,2.0,2.0,54,-23.5526306,-46.6515889,717769,3
7693,3.0,1.0,69,-23.4984597,-46.6363498,660315,3
7085,3.0,2.0,75,-23.586154,-46.6266528,647132,3
4032,4.0,4.0,556,-23.5991973,-46.6676873,6086290,3
14308,4.0,4.0,194,-23.5806897,-46.6526796,2650700,3
7181,2.0,1.0,80,-23.5675756,-46.6251568,568441,2
14975,2.0,1.0,73,-23.5767906,-46.590736,334880,3
6379,1.0,1.0,37,-23.6352258,-46.6387655,192101,3
12768,4.0,6.0,445,-23.6145232,-46.7312046,2398650,3
11280,2.0,2.0,61,-23.601446,-46.717651,546853,3
4535,3.0,3.0,222,-23.5466496,-46.660345,2487820,1
13479,3.0,2.0,169,-23.5875033,-46.6392844,1136980,3
1888,3.0,3.0,236,-23.619145,-46.677498,1661780,3
16897,4.0,3.0,500,-23.5617315,-46.6662038,7335060,2
15930,2.0,1.0,64,-23.6283346,-46.6456221,402747,3
545,4.0,4.0,314,-23.5523872,-46.6990676,3759650,3
6596,3.0,2.0,93,-23.6019514,-46.6064406,835593,3
8187,2.0,1.0,58,-23.527763,-46.6632711,625561,2
8281,2.0,1.0,56,-23.5270327,-46.6852281,392243,2
2646,3.0,1.0,90,-23.619989,-46.6838765,809686,2
12503,3.0,3.0,97,-23.628868,-46.7319383,666161,3
8255,3.0,1.0,83,-23.5038526,-46.6390443,419912,3
5927,3.0,2.0,68,-23.6019514,-46.6064406,610971,3
2155,3.0,3.0,165,-23.6277574,-46.6706909,1523210,2
11170,3.0,2.0,120,-23.6232232,-46.7389405,606848,3
253,3.0,3.0,165,-23.533593,-46.702886,1902640,3
10979,1.0,1.0,43,-23.6123268,-46.7375195,345891,2
3136,4.0,3.0,295,-23.5646412,-46.6814891,2364670,1
7192,3.0,2.0,79,-23.5675831,-46.6247443,894677,3
5765,2.0,2.0,110,-23.6142869,-46.6344224,847783,3
11375,3.0,3.0,163,-23.6124413,-46.6837438,1829300,3
14274,3.0,1.0,100,-23.5817468,-46.6448494,823062,3
2558,4.0,2.0,153,-23.6274078,-46.6720368,1321900,3
14676,3.0,3.0,94,-23.5596846,-46.6794662,930632,2
9795,3.0,1.0,183,-23.5696573,-46.652336,2089100,2
12224,3.0,2.0,126,-23.6268691,-46.7308292,804681,3
16107,4.0,3.0,153,-23.5999306,-46.6484483,1591160,2
9004,2.0,2.0,88,-23.5814181,-46.6825811,1089320,3
17083,2.0,1.0,140,-23.56333,-46.6711155,1597770,1
15183,4.0,3.0,431,-23.5888672,-46.6868612,6442110,3
13615,2.0,2.0,71,-23.5942811,-46.6378236,997832,3
11049,3.0,2.0,93,-23.6317798,-46.706369,841588,3
1788,4.0,3.0,214,-23.5279785,-46.7305769,2444430,3
14560,3.0,1.0,70,-23.5980672,-46.6326752,614095,1
11856,4.0,3.0,210,-23.6117601,-46.732601,1264890,3
11472,4.0,2.0,210,-23.6131503,-46.681621,1989200,3
15263,2.0,1.0,52,-23.5998523,-46.6833109,738305,3
5163,3.0,1.0,180,-23.5456112,-46.6689419,1674240,1
7286,3.0,2.0,170,-23.5331859,-46.6743261,1297550,2
15811,2.0,1.0,59,-23.6159146,-46.6396869,485948,2
11533,2.0,2.0,88,-23.6137936,-46.6908307,1101780,3
9460,2.0,2.0,117,-23.579425,-46.6723432,1249650,3
1480,3.0,3.0,195,-23.5533276,-46.6920431,2758470,3
13456,3.0,1.0,106,-23.5843807,-46.6467362,923277,3
11868,4.0,4.0,358,-23.6119793,-46.707928,3229860,3
10013,3.0,2.0,210,-23.5686231,-46.6529019,2439530,3
17353,4.0,3.0,170,-23.5724296,-46.6360481,1563170,2
10270,3.0,2.0,250,-23.5602621,-46.6614718,3667530,3
17674,4.0,5.0,373,-23.5739061,-46.6359964,4157740,3
3203,2.0,1.0,97,-23.5674723,-46.6894517,1210130,3
1742,4.0,5.0,398,-23.550683,-46.718891,5845710,1
12138,3.0,1.0,117,-23.6335129,-46.7142368,817306,3
17665,2.0,1.0,75,-23.576335,-46.6356237,634646,2
9597,3.0,3.0,210,-23.5661517,-46.6672745,2834270,2
15595,1.0,1.0,44,-23.5996725,-46.6869216,619380,3
10487,4.0,2.0,250,-23.5628918,-46.6648037,2898000,3
138,2.0,1.0,59,-23.5362727,-46.6832381,570230,1
14502,3.0,2.0,148,-23.585907,-46.646718,1330650,2
12328,4.0,2.0,121,-23.6392779,-46.7157569,1176520,3
2901,2.0,1.0,51,-23.634152,-46.6958268,453386,2
8488,4.0,6.0,400,-23.5318203,-46.6671955,5174490,3
11066,4.0,4.0,284,-23.5911488,-46.719962,2995430,3
284,2.0,1.0,77,-23.546207,-46.68912,617428,2
13760,3.0,4.0,269,-23.5956199,-46.6311484,2355650,3
2872,4.0,3.0,131,-23.6145874,-46.6739228,1668660,2
15510,2.0,2.0,139,-23.5969383,-46.6771562,2174980,3
5627,4.0,4.0,310,-23.617236,-46.623755,1909330,3
8126,3.0,1.0,167,-23.535878,-46.657601,1551140,3
3159,3.0,1.0,98,-23.562059,-46.689247,830376,3
9534,3.0,4.0,190,-23.5652892,-46.6630318,3171330,3
7454,1.0,1.0,61,-23.535,-46.656,515848,2
16721,4.0,4.0,247,-23.6126241,-46.6601116,3619410,2
13091,5.0,4.0,510,-23.6198459,-46.7369545,3087190,1
10408,4.0,4.0,280,-23.569589,-46.6525158,3795160,3
8330,3.0,2.0,200,-23.536768,-46.6599009,1942970,1
3255,3.0,2.0,155,-23.5607639,-46.6816284,1806340,2
681,4.0,3.0,150,-23.5515864,-46.6980226,2031530,2
12535,3.0,3.0,130,-23.6080363,-46.7021718,1065510,3
6830,2.0,1.0,45,-23.643029,-46.602321,220182,2
14753,4.0,2.0,114,-23.5686441,-46.5808624,802531,2
13031,2.0,1.0,68,-23.6203895,-46.6974986,957223,3
6739,2.0,1.0,55,-23.6128092,-46.6193517,441590,3
6430,3.0,2.0,110,-23.6373937,-46.6319097,1087440,3
14632,3.0,1.0,114,-23.5583578,-46.6803623,1422220,3
16398,2.0,1.0,86,-23.6073293,-46.6422607,754243,2
14742,4.0,3.0,178,-23.5822333,-46.6077167,1196560,1
17361,2.0,1.0,69,-23.5639938,-46.6443359,714706,3
7819,4.0,2.0,126,-23.526558,-46.6701723,1117930,2
75,2.0,1.0,78,-23.5294932,-46.6873611,753864,2
675,4.0,2.0,120,-23.526996,-46.6920302,990492,1
9901,4.0,6.0,400,-23.5678043,-46.6632333,5688190,3
14435,3.0,1.0,130,-23.5772135,-46.645224,1162100,3
4170,4.0,5.0,354,-23.548624,-46.646288,2535310,3
159,1.0,3.0,421,-23.5525983,-46.6973418,5834730,2
14891,3.0,2.0,153,-23.5611783,-46.5837348,922484,3
17529,1.0,1.0,38,-23.56083,-46.6418921,472880,3
14076,4.0,3.0,330,-23.5773149,-46.6469381,3515600,2
17,4.0,2.0,160,-23.5333355,-46.6938506,1250160,1
834,2.0,2.0,119,-23.5442725,-46.6863876,1267590,3
13411,3.0,1.0,180,-23.5671795,-46.6476291,1667620,2
2630,2.0,2.0,156,-23.6165257,-46.6736534,1929810,3
16006,2.0,1.0,61,-23.6171711,-46.6412951,435532,3
5439,2.0,1.0,57,-23.5541148,-46.6781983,584785,2
5218,3.0,1.0,115,-23.5553628,-46.6560881,958537,3
3510,4.0,3.0,355,-23.5941606,-46.6708752,4746990,3
10802,3.0,1.0,110,-23.5678634,-46.6549223,1490950,3
12816,4.0,5.0,589,-23.6107425,-46.680373,6484340,3
11343,3.0,2.0,68,-23.63904,-46.735637,435708,2
354,3.0,1.0,110,-23.532728,-46.7171241,746974,3
13383,4.0,2.0,162,-23.5723106,-46.6503071,1457220,3
14968,3.0,3.0,161,-23.5784128,-46.5901097,1093540,1
343,3.0,2.0,94,-23.5321144,-46.7286981,937209,1
1115,3.0,2.0,106,-23.5335442,-46.7147449,1101650,2
5947,4.0,3.0,140,-23.5933942,-46.6069907,1125870,3
5582,3.0,1.0,128,-23.549525,-46.6817011,1063960,3
10011,3.0,2.0,190,-23.5700754,-46.657735,2151660,2
10722,2.0,1.0,100,-23.559497,-46.6507533,892841,2
16324,3.0,4.0,200,-23.6023219,-46.6666051,2702270,2
5328,2.0,1.0,50,-23.548082,-46.6530787,560319,1
2245,3.0,2.0,107,-23.6165268,-46.6726448,1002710,2
10379,4.0,3.0,160,-23.5756098,-46.6558938,1750190,3
6276,3.0,2.0,65,-23.6438322,-46.6022187,318041,3
16997,3.0,2.0,180,-23.5585572,-46.6626444,2111990,1
15818,4.0,4.0,357,-23.6048839,-46.6558152,3748510,2
11454,2.0,1.0,75,-23.6243354,-46.7290294,536357,3
11044,2.0,2.0,166,-23.6118306,-46.7059744,1103660,3
2577,4.0,4.0,220,-23.6469037,-46.6639763,2060200,2
17616,3.0,2.0,321,-23.5697217,-46.6346902,2597270,2
12319,3.0,2.0,220,-23.626573,-46.7359636,1326060,3
4150,4.0,5.0,455,-23.5435687,-46.660363,8905850,3
17096,3.0,5.0,365,-23.5616913,-46.6673662,6207660,2
12160,2.0,2.0,65,-23.6011079,-46.7161175,798013,2
2437,4.0,2.0,240,-23.6385523,-46.6999185,1701070,3
3475,1.0,1.0,47,-23.5950522,-46.6714329,628084,3
2425,2.0,2.0,85,-23.6279101,-46.6924807,604546,2
17041,3.0,1.0,150,-23.5642732,-46.6701732,1798660,1
15433,3.0,2.0,139,-23.5943294,-46.6883168,2324520,3
4000,4.0,6.0,421,-23.5973155,-46.6687469,9008960,3
16344,4.0,3.0,220,-23.60713,-46.6563096,2004240,2
6208,4.0,4.0,245,-23.5943388,-46.6254252,3381350,2
6797,3.0,2.0,93,-23.6270184,-46.6357084,828665,2
15374,2.0,2.0,128,-23.5946812,-46.6896041,2193000,3
11213,2.0,1.0,65,-23.6069955,-46.69516,848220,3
461,3.0,1.0,120,-23.5228403,-46.7093866,707424,3
14972,3.0,2.0,66,-23.5613211,-46.6031008,445000,1
15312,2.0,1.0,55,-23.5956093,-46.6787005,837100,3
11206,4.0,4.0,350,-23.6253845,-46.7313837,2048520,3
8829,4.0,2.0,220,-23.5851551,-46.6866078,3133880,3
7009,2.0,1.0,80,-23.5710253,-46.6257812,676956,3
11365,4.0,4.0,319,-23.6224819,-46.7355498,2225960,3
11795,3.0,3.0,200,-23.6072016,-46.7042925,1182000,3
13189,5.0,5.0,473,-23.5764612,-46.6502531,6457040,3
13499,3.0,3.0,174,-23.5786505,-46.644472,1391960,3
16994,3.0,1.0,190,-23.563893,-46.6714228,2787320,3
13807,2.0,2.0,125,-23.5886353,-46.6420818,1585850,1
9297,3.0,2.0,180,-23.5835863,-46.6736501,2554920,3
2272,3.0,3.0,292,-23.6157387,-46.6768194,3044330,2
12060,4.0,3.0,200,-23.6316946,-46.7294364,1860340,3
6962,3.0,2.0,66,-23.5627179,-46.6243255,699792,3
13055,4.0,4.0,236,-23.6264195,-46.707108,2515950,3
10255,3.0,1.0,130,-23.5623332,-46.6516858,1346550,3
3622,4.0,3.0,320,-23.6014039,-46.6713776,3950000,3
12293,1.0,2.0,68,-23.601446,-46.717651,609607,2
10228,2.0,1.0,81,-23.5603087,-46.6614414,698963,3
1196,3.0,2.0,68,-23.5333355,-46.6938506,531320,3
1562,3.0,3.0,172,-23.5218396,-46.7112919,1389500,2
10987,4.0,3.0,365,-23.6316946,-46.7294364,3395120,1
15602,3.0,5.0,422,-23.5886472,-46.6742428,8157800,3
7000,4.0,6.0,315,-23.5909115,-46.6260305,3939630,3
10504,2.0,1.0,79,-23.5649616,-46.656075,1051820,2
8248,2.0,1.0,80,-23.5027705,-46.6320497,765582,2
14330,2.0,1.0,60,-23.5916874,-46.6338852,539451,3
3246,1.0,1.0,57,-23.5594143,-46.6824274,711108,3
5300,2.0,1.0,63,-23.5504055,-46.6599702,645473,3
7767,3.0,3.0,263,-23.5330014,-46.6716477,3215500,3
5722,2.0,1.0,60,-23.6153946,-46.6341845,480118,3
364,4.0,3.0,230,-23.5311565,-46.7258369,2081310,3
14547,5.0,5.0,717,-23.5734142,-46.6478235,7614940,1
5162,3.0,2.0,134,-23.5449996,-46.6552884,1052430,3
12434,4.0,4.0,220,-23.6269913,-46.7365332,1420510,3
17089,4.0,2.0,249,-23.5646634,-46.6685865,3568490,1
2768,4.0,3.0,320,-23.6423523,-46.6704199,1875720,3
13707,4.0,2.0,203,-23.5746628,-46.6486199,1885500,2
14369,4.0,4.0,290,-23.6004689,-46.6393333,3707010,3
17242,3.0,1.0,212,-23.5669896,-46.6434324,2195910,3
5075,3.0,1.0,200,-23.5497711,-46.6514132,1814160,3
8117,3.0,1.0,185,-23.5357909,-46.6674693,1530600,2
2703,4.0,3.0,276,-23.6276713,-46.671814,2715240,2
4986,2.0,1.0,162,-23.5469696,-46.6570096,1045890,3
14887,3.0,2.0,94,-23.5739513,-46.6053806,900609,2
3656,3.0,4.0,245,-23.6000314,-46.6716161,3147150,3
10668,1.0,1.0,46,-23.5656279,-46.6532238,775669,3
7538,4.0,7.0,627,-23.5347026,-46.6633291,10196600,3
4236,2.0,2.0,72,-23.555836,-46.648829,1078630,3
10108,3.0,2.0,273,-23.5664861,-46.6616073,5234530,2
16974,4.0,2.0,340,-23.5632516,-46.6708208,4241140,1
900,3.0,1.0,120,-23.538727,-46.683976,961522,2
4508,2.0,1.0,69,-23.5540461,-46.6501401,1051160,3
15218,4.0,3.0,208,-23.600422,-46.6803168,3113460,3
9471,1.0,1.0,30,-23.5645645,-46.6488233,311991,3
6640,2.0,1.0,54,-23.6155693,-46.6323901,546656,3
13641,2.0,1.0,53,-23.585984,-46.633975,466326,3
5150,4.0,3.0,420,-23.5459735,-46.6609683,4468250,3
15891,4.0,3.0,227,-23.6051286,-46.6671946,2487160,3
13067,1.0,1.0,44,-23.6056928,-46.6746577,648943,3
11664,3.0,3.0,172,-23.6219248,-46.7393416,1650730,3
6026,3.0,3.0,162,-23.609579,-46.6259965,994068,3
12955,4.0,5.0,421,-23.6052852,-46.7083039,3465490,3
4541,3.0,3.0,142,-23.5524198,-46.6625256,1652920,3
492,2.0,1.0,57,-23.533256,-46.7257772,613202,3
2929,4.0,4.0,399,-23.5567091,-46.6933114,4088420,1
17819,4.0,4.0,179,-23.5505485,-46.5753376,1270930,2
12452,4.0,2.0,149,-23.5911488,-46.719962,1571550,3
17166,3.0,3.0,157,-23.5695224,-46.6360424,1608240,2
25,3.0,2.0,88,-23.5259848,-46.7315658,957158,3
15880,1.0,1.0,45,-23.6198982,-46.6640147,495615,2
5167,5.0,5.0,700,-23.5387403,-46.6565971,7524520,3
17706,3.0,2.0,92,-23.5302242,-46.575694,780082,2
826,4.0,2.0,140,-23.5249979,-46.7309089,1319610,2
9749,3.0,2.0,210,-23.5659802,-46.6588386,3080730,3
